Date,ROI-USD,Open
2020-01-12,-1.493502657523294,160.49333333333334
2020-01-13,-2.402864620664893,163.09
2020-01-14,4.057820549604731,162.72
2020-01-15,7.669591104461167,180.1
2020-01-16,8.268168746967683,181.76
2020-01-17,10.690434725861614,178.96
2020-01-18,11.794005418757488,179.3125
2020-01-19,6.949149829044604,179.66500000000002
2020-01-20,7.372125990828476,180.0175
2020-01-21,9.742875068295454,180.37
2020-01-22,9.848086117663602,180.17
2020-01-23,5.859297690287031,179.57
2020-01-24,7.162942775297021,173.57
2020-01-25,6.475378953890629,174.76666666666665
2020-01-26,9.271140349044472,175.96333333333334
2020-01-27,9.934039790377495,177.16
2020-01-28,12.513769361656227,183.85
2020-01-29,12.959742466418396,186.88
2020-01-30,14.24846302241757,192.12
2020-01-31,11.815396994018492,196.83
2020-02-01,15.521060720506707,196.65333333333334
2020-02-02,17.077831417508193,196.4766666666667
2020-02-03,19.11880405938913,196.3
2020-02-04,24.122360597505246,194.3
2020-02-05,25.42782434867629,192.58
2020-02-06,29.395053049888908,203.91
2020-02-07,32.716546239022996,206.18
2020-02-08,32.41051910736694,209.3
2020-02-09,36.21000300303478,212.42
2020-02-10,35.301430538947685,215.54
2020-02-11,40.237322642928824,211.02
2020-02-12,45.96128034626807,219.04
2020-02-13,50.60086657946015,226.57
2020-02-14,57.372548298232566,224.27
2020-02-15,57.71227237028826,220.65
2020-02-16,51.66658940432538,217.03
2020-02-17,49.13185713496142,213.41
2020-02-18,55.083398700869026,209.79
2020-02-19,46.433583420600044,220.24
2020-02-20,46.616901647113934,209.34
2020-02-21,47.61646036402191,207.75
2020-02-22,44.82274233899113,209.84
2020-02-23,51.41165325729478,211.93
2020-02-24,45.21353503600774,214.02
2020-02-25,39.14716919451766,207.34
2020-02-26,29.213426075825915,201.16
2020-02-27,36.30182935212136,184.89999999999998
2020-02-28,36.84103254869073,184.9
2020-02-29,38.17076815264891,183.54
2020-03-01,42.50120076908778,182.18
2020-03-02,43.76425409728318,180.82
2020-03-03,43.86397276790918,190.06
2020-03-04,44.954761238982165,186.3
2020-03-05,47.84672856939448,185.58
2020-03-06,53.05924223651235,193.47
2020-03-07,50.586092351052365,186.89666666666668
2020-03-08,44.32333078601839,180.32333333333332
2020-03-09,43.15147117526307,173.75
2020-03-10,44.11630843104114,164.84
2020-03-11,43.03907025022117,167.65
2020-03-12,0.02293097236607622,163.61
2020-03-13,15.206456598589465,120.12
2020-03-14,10.57416660036377,117.76
2020-03-15,13.510573200335497,115.4
2020-03-16,4.709325242714783,113.04
2020-03-17,12.084930092773213,102.39
2020-03-18,12.445387623796032,107.56
2020-03-19,29.20047407633796,107.43
2020-03-20,26.895567941518195,129.67
2020-03-21,28.168512347333085,127.28999999999999
2020-03-22,20.274062930805393,124.91
2020-03-23,31.53895371755994,122.53
2020-03-24,34.43492168556148,129.56
2020-03-25,33.752505815100285,136.32
2020-03-26,36.239631110911944,134.53
2020-03-27,29.855312833499788,135.75
2020-03-28,29.02462685190229,131.22666666666666
2020-03-29,23.941625623946692,126.70333333333333
2020-03-30,33.42667556478596,122.18
2020-03-31,33.372898140765614,132.33
2020-04-01,35.7457677717134,131.74
2020-04-02,36.968677523085276,129.86
2020-04-03,37.29554873783841,138.08
2020-04-04,38.83049159630642,138.1966666666667
2020-04-05,37.94491474726445,138.31333333333333
2020-04-06,46.94257271757841,138.43
2020-04-07,44.4714211319168,149.05
2020-04-08,48.161223918656006,148.27
2020-04-09,47.841014515872835,153.11
2020-04-10,41.53684508864947,151.64000000000001
2020-04-11,41.890893711622454,150.17000000000002
2020-04-12,43.2407629313107,148.7
2020-04-13,41.396434962632064,147.23
2020-04-14,41.68932111739746,141.78
2020-04-15,38.57992501771085,142.35
2020-04-16,46.86777842111733,139.89
2020-04-17,46.75011304038234,147.22
2020-04-18,52.503685376289745,148.64
2020-04-19,49.48502637796671,150.06
2020-04-20,45.15664378881863,151.48
2020-04-21,45.411299358666504,144.63
2020-04-22,50.60722538813512,144.47
2020-04-23,53.56299673953028,149.36
2020-04-24,54.7541635608323,156.0
2020-04-25,57.01277980813221,157.49333333333334
2020-04-26,58.22774576124925,158.98666666666665
2020-04-27,58.71617678282525,160.48
2020-04-28,59.00487906681612,161.65
2020-04-29,67.94642476231063,163.01
2020-04-30,64.65001882655444,181.9
2020-05-01,68.11507110570457,181.93
2020-05-02,69.27854258439802,181.78333333333333
2020-05-03,67.75970425250156,181.63666666666668
2020-05-04,66.81531724748044,181.49
2020-05-05,66.66154824342573,182.15
2020-05-06,65.782441628754,182.6
2020-05-07,72.69425557902255,188.26
2020-05-08,72.22055642418202,196.14
2020-05-09,71.59174044914553,189.04999999999998
2020-05-10,63.983254285488215,181.96
2020-05-11,62.55992613831204,174.87
2020-05-12,68.89091063482422,173.29
2020-05-13,71.82259732328933,185.44
2020-05-14,73.08228167244438,191.35
2020-05-15,70.10097597021058,191.35
2020-05-16,71.70397279708726,192.08666666666667
2020-05-17,73.51077782158129,192.82333333333332
2020-05-18,75.41754471841399,193.56
2020-05-19,75.97699323819545,193.43
2020-05-20,74.9112995600897,191.21
2020-05-21,70.30136035978677,181.68
2020-05-22,74.30045198684799,181.68
2020-05-23,77.62209496601663,180.9575
2020-05-24,73.64101746957657,180.235
2020-05-25,76.18389435847023,179.5125
2020-05-26,73.95732874500668,178.79
2020-05-27,76.47057613867463,184.71
2020-05-28,80.1326164120769,190.29
2020-05-29,81.80652995108908,190.29
2020-05-30,86.83669913254744,192.77333333333334
2020-05-31,83.5205688204273,195.25666666666666
2020-06-01,89.51935199913976,197.74
2020-06-02,85.32605404699446,194.99
2020-06-03,87.58598179920926,196.8
2020-06-04,88.15186339433355,200.04
2020-06-05,90.4264200851471,200.04
2020-06-06,90.38569016413157,199.66666666666666
2020-06-07,90.25340293250495,199.29333333333332
2020-06-08,95.01975353722197,198.92
2020-06-09,100.30034528075936,198.92
2020-06-10,112.21242370900724,202.07
2020-06-11,103.59035161571344,191.04
2020-06-12,115.8875539581992,191.04
2020-06-13,113.23603007740454,191.72
2020-06-14,110.86436460283042,192.4
2020-06-15,110.34652977025576,193.08
2020-06-16,115.00849578599892,193.67
2020-06-17,112.61301752886331,192.43
2020-06-18,110.4774321226077,190.62
2020-06-19,111.53385523535034,190.62
2020-06-20,116.40475417914753,192.49
2020-06-21,113.43573932241621,194.35999999999999
2020-06-22,116.7103788338122,196.23
2020-06-23,115.13235884171999,196.58
2020-06-24,112.67976523205414,189.73
2020-06-25,111.32360205472355,190.07
2020-06-26,110.57871269023161,190.07
2020-06-27,105.12657775784024,189.09
2020-06-28,107.13534257703142,188.10999999999999
2020-06-29,111.11072595987635,187.13
2020-06-30,111.96220880212917,186.4
2020-07-01,118.55789519121355,188.26
2020-07-02,125.62962346758773,185.61
2020-07-03,137.19796956200432,187.04500000000002
2020-07-04,131.89892105329594,188.48000000000002
2020-07-05,130.03498996596932,189.915
2020-07-06,134.77582618862087,191.35
2020-07-07,131.74872609044522,191.31
2020-07-08,133.0065489162858,196.9
2020-07-09,135.11901290240985,195.82
2020-07-10,133.3289796279091,186.0775
2020-07-11,134.27952537373275,176.33499999999998
2020-07-12,133.7663362407502,166.5925
2020-07-13,133.7663362407502,156.85
