Timestamp,Open
2019-03-02,28.27966057495242
2019-03-03,28.84828192946457
2019-03-04,29.160633676835346
2019-03-05,29.555357609981396
2019-03-06,28.290988174356077
2019-03-07,28.10439049143147
2019-03-08,28.344779646198127
2019-03-09,28.949794454732057
2019-03-10,28.7291990150304
2019-03-11,28.838405345812667
2019-03-12,29.19908567166163
2019-03-13,29.083614484298337
2019-03-14,29.36122859478769
2019-03-15,29.339331560111116
2019-03-16,28.798404033760114
2019-03-17,28.381179560163886
2019-03-18,28.733565143713594
2019-03-19,28.955736163088382
2019-03-20,28.994097097987183
2019-03-21,29.090933236629304
2019-03-22,29.50378567651199
2019-03-23,29.298816707010587
2019-03-24,29.222911139123724
2019-03-25,29.349229452492654
2019-03-26,29.361629024612352
2019-03-27,29.38663779250884
2019-03-28,28.942217504763423
2019-03-29,29.23147505861613
2019-03-30,28.664969207396076
2019-03-31,28.83141265901404
2019-04-01,28.988816104521394
2019-04-02,29.299064167651217
2019-04-03,29.630799180051902
2019-04-04,30.789056406061423
2019-04-05,31.12152374073047
2019-04-06,30.36516433039762
2019-04-07,30.515081550471898
2019-04-08,29.73758206001275
2019-04-09,29.245102194870803
2019-04-10,29.545825667855258
2019-04-11,29.92954837048322
2019-04-12,30.584360477528254
2019-04-13,30.883461529283014
2019-04-14,30.94311934508235
2019-04-15,30.721799420887823
2019-04-16,31.392541138276908
2019-04-17,31.307358523713983
2019-04-18,31.387168996358547
2019-04-19,30.42011961823795
2019-04-20,30.483689529970484
2019-04-21,30.62441957808393
2019-04-22,31.244371948348498
2019-04-23,31.46164308303366
2019-04-24,32.515178842460706
2019-04-25,32.908094099988396
2019-04-26,33.801693700600204
2019-04-27,33.65077392486328
2019-04-28,33.218552162614046
2019-04-29,33.57242509085248
2019-04-30,33.747011508919094
2019-05-01,32.927421023412336
2019-05-02,33.57332578617147
2019-05-03,33.86429847620442
2019-05-04,34.39856520249684
2019-05-05,35.64185780990393
2019-05-06,35.40906059761484
2019-05-07,33.07186787942732
2019-05-08,34.32701624715987
2019-05-09,35.03632871685648
2019-05-10,36.16033492067918
2019-05-11,36.89353535745552
2019-05-12,36.87877855847221
2019-05-13,37.13260067029952
2019-05-14,39.807297959987125
2019-05-15,36.60068407453937
2019-05-16,32.93334638811342
2019-05-17,29.889842604161075
2019-05-18,30.144889315306152
2019-05-19,31.016697302185495
2019-05-20,31.345923889465237
2019-05-21,31.65713047808846
2019-05-22,31.0695245376704
2019-05-23,31.34649879963827
2019-05-24,32.12882962502105
2019-05-25,32.10024114692637
2019-05-26,32.04629392593414
2019-05-27,32.44633852995449
2019-05-28,32.243273803098276
2019-05-29,32.167939205937586
2019-05-30,32.18140928545946
2019-05-31,32.54605546623842
2019-06-01,31.96928569509769
2019-06-02,32.29823822844258
2019-06-03,32.3885251697713
2019-06-04,32.47563034892129
2019-06-05,31.983745834005628
2019-06-06,31.653364775924643
2019-06-07,31.29297662538459
2019-06-08,32.061156758776654
2019-06-09,32.47017861997109
2019-06-10,33.04616151743226
2019-06-11,32.368278719037185
2019-06-12,32.20589443016856
2019-06-13,31.17335470457797
2019-06-14,32.24944709734362
2019-06-15,32.8515749067931
2019-06-16,32.889483404081496
2019-06-17,33.37604835141667
2019-06-18,34.103859277645796
2019-06-19,34.34134139544376
2019-06-20,34.49913110628833
2019-06-21,35.05863042576445
2019-06-22,34.35506368293641
2019-06-23,34.46345778455727
2019-06-24,35.21962868452186
2019-06-25,35.5062077060885
2019-06-26,37.05757242187892
2019-06-27,38.505470125691055
2019-06-28,37.79943187568189
2019-06-29,39.857233123540894
2019-06-30,37.260726266188236
2019-07-01,37.19515143190969
2019-07-02,36.032833567460834
2019-07-03,37.19170390489714
2019-07-04,39.36463654919635
2019-07-05,39.334194341942684
2019-07-06,38.16090202955969
2019-07-07,38.951556530762545
2019-07-08,37.457567148473345
2019-07-09,39.24167655513929
2019-07-10,40.75780534481161
2019-07-11,41.96317534394041
2019-07-12,42.37521313858302
2019-07-13,42.801449660177376
2019-07-14,42.240739510268014
2019-07-15,45.14587223328782
2019-07-16,47.37460248299817
2019-07-17,47.71615489619651
2019-07-18,45.79815224085068
2019-07-19,46.984231448085566
2019-07-20,47.65137399383825
2019-07-21,47.058637128137185
2019-07-22,46.94491251128117
2019-07-23,47.53674368104775
2019-07-24,46.534520338644
2019-07-25,45.12531825686952
2019-07-26,45.050459179786685
2019-07-27,44.839220902858166
2019-07-28,45.74041143308576
2019-07-29,45.12777617460753
2019-07-30,45.113294498844304
2019-07-31,45.64006531141103
2019-08-01,46.08121365445885
2019-08-02,47.83006984240772
2019-08-03,48.34171772913852
2019-08-04,48.737194852642034
2019-08-05,49.34214376924762
2019-08-06,50.7643361903663
2019-08-07,50.70471654908014
2019-08-08,52.862621977653184
2019-08-09,54.16408065559861
2019-08-10,56.3991374720279
2019-08-11,54.85320777221809
2019-08-12,53.37046733952998
2019-08-13,53.91679828383549
2019-08-14,52.11956092514186
2019-08-15,53.96422711686245
2019-08-16,54.73734341344119
2019-08-17,55.76935948703777
2019-08-18,55.036333220739344
2019-08-19,53.044692138404464
2019-08-20,53.65652405544332
2019-08-21,54.724943678166376
2019-08-22,54.13484835426453
2019-08-23,52.878908031437604
2019-08-24,53.473244146324426
2019-08-25,53.23714107038896
2019-08-26,54.14388823822791
2019-08-27,54.85575462746798
2019-08-28,54.36563726386046
2019-08-29,56.371053729512894
2019-08-30,56.195323210993394
2019-08-31,56.83626113574393
2019-09-01,55.83525524119321
2019-09-02,56.987074664510104
2019-09-03,58.08610717865801
2019-09-04,59.38190474629493
2019-09-05,60.50126348332254
2019-09-06,60.65097803769762
2019-09-07,61.089663541468816
2019-09-08,58.82244767766211
2019-09-09,57.309852898667124
2019-09-10,57.02073633581315
2019-09-11,56.206866358115775
2019-09-12,57.00051505147743
2019-09-13,57.46397982823291
2019-09-14,57.14736523829498
2019-09-15,54.96165873452
2019-09-16,54.45773281853109
2019-09-17,51.98877687058533
2019-09-18,48.737108750499274
2019-09-19,48.302821594258965
2019-09-20,46.24946820072444
2019-09-21,46.699133451535204
2019-09-22,46.42312275707949
2019-09-23,47.44549537318535
2019-09-24,48.30096512666143
2019-09-25,51.318091102107594
2019-09-26,49.59040757790913
2019-09-27,48.83479546931405
2019-09-28,47.05588219799043
2019-09-29,47.2264821159337
2019-09-30,47.53093729091266
2019-10-01,46.076042408626314
2019-10-02,46.304233676361605
2019-10-03,46.2085552542184
2019-10-04,46.25470349246068
2019-10-05,46.37343659501642
2019-10-06,46.21731614375755
2019-10-07,46.2636694711239
2019-10-08,45.40736644721016
2019-10-09,45.25451059457865
