ROI-USD,ROI-ETH,Open
-1.0960170381522887,0.0018215364903501445,0.0
1.5606941165735773,1.294540685081994,-0.009035283353348272
5.792492520314315,0.236103641572039,0.06044490192714584
7.660064375652871,0.2699545308204854,0.09424143649568245
3.0579835618564593,-0.03190856834432826,0.09424143649568245
5.414939843682788,-0.74752621246267,0.09845408970473304
8.48379917659455,-0.7723501486754184,0.10266674291378348
10.710668061575184,-2.0324615324107573,0.10687939612283409
11.108009582355207,-1.663439614284174,0.10613598673300167
9.591985142609316,-1.2025625890597915,0.09344084176817066
4.361141259405887,-1.2013973906221385,0.03894321495968435
9.29094621690409,-0.29367848211145153,0.03894321495968435
9.168995974484877,-0.2688947304378551,0.03481157431234635
6.012429785632292,-1.2214331621239818,0.030679933665008343
7.439081921334239,-0.8781101734038155,0.02654829301767018
5.31011478071008,-0.334440527885571,0.022416652370332173
8.588489684744067,-1.206033216717878,0.05627037227654831
13.047827733643931,-2.4935198632169824,0.08817979070166403
12.777398799956096,-3.3202460994294016,0.08817979070166403
20.417251568742177,-5.77180640638313,0.10238081622538649
16.70808907761233,-4.663857690135519,0.1165818417491088
22.980289105332275,-5.239268137649689,0.13078286727283128
19.337249318281355,-4.719179245069385,0.11505689941099105
21.910041035375052,-5.008002304361103,0.1254074455309659
22.005484096758085,-4.42106773591561,0.14393549493909755
21.319835579332903,-3.758589705060581,0.14393549493909755
21.83707847756486,-4.047895873738762,0.14180057566573256
22.444988576609862,-4.295596021812784,0.13966565639236758
24.054722257275877,-3.6116831209431624,0.1375307371190026
24.13461766424912,-2.593337071177759,0.1375307371190026
27.547950558497895,-0.8077308985062188,0.1555441184880196
19.636210225602767,-2.2387171430853723,0.09246869102762044
24.000420475499126,-0.5639143395280741,0.09246869102762044
24.181370228379937,-0.6734876200521727,0.09635729398982097
22.09108357607329,-0.23754746423864992,0.1002458969520215
21.688429789097757,0.07216483799622725,0.10413449991422204
23.865416573571675,0.2511385281468499,0.10750843483730761
23.255221990998116,0.0974599858576623,0.10041745296505977
22.027832230736415,-0.2640344762435096,0.09006690684508492
20.575037320706663,-0.07461754889668759,0.09006690684508492
21.909008080887055,1.0311170876000166,0.1007605649911363
21.05612529256715,0.6316406846935274,0.11145422313718752
26.410197099493104,-0.6658684554451801,0.12214788128323889
26.420440961755897,-0.6301122054621856,0.12414936810201868
23.311084378660937,-0.33481804623505507,0.08497741179161654
22.33036205549507,-0.4302100389737116,0.0869217132727168
21.01804954334473,-0.422978434653332,0.0869217132727168
16.879049035983265,-0.9548354939954573,0.0813175501801338
18.513062573032784,-0.9196843215216052,0.07571338708755064
20.449775490280118,-0.38150314848025413,0.07010922399496763
19.91471082550195,0.003899136892818955,0.0659346943443701
22.57510350101431,0.48348236015920015,0.07657116715274195
22.583808968885815,2.225116942431064,0.06141705266769605
24.05248010811375,4.382296679938888,0.0696231486246927
24.346571457266155,3.086476501228178,0.07782924458168933
23.301258212869072,2.427541922471225,0.0860353405386858
28.788064865319555,2.1422260082646694,0.09424143649568245
28.307559749276162,2.421044488274129,0.09401269514496481
31.787956911495517,2.7052898599528996,0.12597929890776005
30.170785993432936,2.9264776044663057,0.11980328243838273
29.73517156342602,2.9780585088818077,0.06409046720420873
29.385541796302522,3.522910784771997,0.00837765197003474
31.99635452044775,4.926419608688478,-0.04733516326413909
31.99635452044775,4.926419608688478,-0.10304797849831308
