Timestamp,Open,High,Low,Close,Volume
2019-02-28,0.002368,0.002506,0.002185,0.002461,123090.8
2019-03-01,0.002455,0.002562,0.002337,0.002438,87320.1
2019-03-02,0.002438,0.002476,0.0024,0.00246,22727.64
2019-03-03,0.002449,0.002642,0.002427,0.002584,59346.48
2019-03-04,0.002585,0.002804,0.002446,0.002685,139929.59
2019-03-05,0.002681,0.002853,0.002502,0.002546,118851.35
2019-03-06,0.002546,0.002548,0.002391,0.00251,136928.84
2019-03-07,0.002498,0.002565,0.002331,0.002385,93783.95
2019-03-08,0.002385,0.002444,0.002329,0.002391,71777.68
2019-03-09,0.002381,0.002475,0.002332,0.002395,45339.89
2019-03-10,0.002395,0.002542,0.002378,0.002514,66438.76
2019-03-11,0.002514,0.002514,0.002358,0.002369,30864.03
2019-03-12,0.00236,0.004798,0.002288,0.003271,1832920.39
2019-03-13,0.00325,0.003932,0.003125,0.003147,751206.34
2019-03-14,0.003144,0.003147,0.002899,0.002958,243150.41
2019-03-15,0.002973,0.003296,0.002926,0.003106,162799.76
2019-03-16,0.003109,0.003339,0.002914,0.002914,106188.55
2019-03-17,0.002938,0.003069,0.0029,0.002995,87917.11
2019-03-18,0.003007,0.003044,0.002912,0.002997,63102.02
2019-03-19,0.003,0.003024,0.002817,0.002874,73376.97
2019-03-20,0.00288,0.002894,0.00278,0.0028,49671.48
2019-03-21,0.002787,0.002865,0.002716,0.002831,51304.85
2019-03-22,0.002836,0.003074,0.002829,0.002942,102503.17
2019-03-23,0.00295,0.003015,0.002819,0.002842,36225.98
2019-03-24,0.002829,0.002974,0.002801,0.002871,44552.83
2019-03-25,0.002874,0.002962,0.002781,0.002926,61829.33
2019-03-26,0.002927,0.004012,0.002897,0.00306,640508.0
2019-03-27,0.003078,0.003327,0.003049,0.003057,138870.77
2019-03-28,0.003069,0.0034,0.003055,0.003172,123442.86
2019-03-29,0.003177,0.003222,0.00302,0.003024,62288.94
2019-03-30,0.003024,0.003081,0.002931,0.003053,80382.39
2019-03-31,0.00305,0.00367,0.003042,0.00343,446661.13
2019-04-01,0.003421,0.00355,0.003079,0.003393,330563.21
2019-04-02,0.003381,0.00373,0.003209,0.003227,335059.06
2019-04-03,0.003241,0.00354,0.00284,0.003031,388199.6
2019-04-04,0.003049,0.003571,0.003005,0.003311,263809.13
2019-04-05,0.003311,0.003396,0.0032,0.003299,71625.92
