Timestamp,ETH_ETH,BTC_ETH,KNC_ETH,BAT_ETH,MANA_ETH,ZRX_ETH,LINK_ETH,REP_ETH,RLC_ETH,MKR_ETH,ANT_ETH,MLN_ETH,REN_ETH
2019-03-05,1.0,29.572674848440045,0.0012792,0.00133446,0.00031602,0.00180116,0.00320757,0.09654,0.002681,4.914867036911367,0.003094334275872192,0.0997837275431376,0.00014399047620881168
2019-03-06,1.0,28.21590812900313,0.0012485999999999999,0.00128498,0.00031411,0.00173522,0.00313276,0.0923,0.002546,4.950024763645404,0.002980703454074897,0.10352086488254487,0.00013493515345068934
2019-03-07,1.0,28.108837418484374,0.0012301999999999999,0.00126031,0.00029997,0.00178115,0.0031219999999999998,0.09139,0.0024980000000000002,4.9624343998070914,0.003035136636458025,0.10535175468203356,0.00013989360745069875
2019-03-08,1.0,28.310967668874923,0.0012898,0.00131804,0.00030083,0.00173939,0.00332044,0.09375,0.002385,4.920909250364253,0.003050293174188041,0.09982171952143563,0.00015130479168233118
2019-03-09,1.0,28.94774931249096,0.0019002,0.00146234,0.0003323,0.00176234,0.00346387,0.09471,0.002381,4.973539006169967,0.00313865827121666,0.10106058966939208,0.00014606510307016912
2019-03-10,1.0,28.72820247637105,0.0026041999999999997,0.00152155,0.00034232,0.00182546,0.00346983,0.09595,0.002395,4.698069574351866,0.003265266061549688,0.09956975046105697,0.00014825362595509387
2019-03-11,1.0,28.920959019001074,0.0022173,0.00144186,0.00035302,0.00199201,0.00368529,0.10019,0.002514,4.748647539313469,0.0032797059396927697,0.1018991603103708,0.0001523477948711248
2019-03-12,1.0,29.183447148777212,0.0019238,0.00144016,0.00033435,0.00193086,0.00350111,0.10989000000000002,0.00236,4.910417589525392,0.003336842531362789,0.0988445143827832,0.00015123971025635702
2019-03-13,1.0,29.06638762934542,0.0019795999999999998,0.00144286,0.00035228,0.00203204,0.00364034,0.10404000000000001,0.00325,4.915254899294262,0.0032764362756058252,0.1017052855808306,0.00015347276875089707
2019-03-14,1.0,29.359091042541323,0.0018844999999999999,0.0014312,0.00034665,0.00203348,0.00365272,0.10590999999999999,0.003144,4.866466694895274,0.003491165770095612,0.10064417357029944,0.0001528079311451752
2019-03-15,1.0,29.319494531914266,0.0017852,0.00145376,0.00035308,0.00201355,0.00366981,0.10811,0.002973,4.9033424266401235,0.0035191814936026116,0.09972428877939643,0.00015135744344963072
2019-03-16,1.0,28.73398080570082,0.0018492,0.00142976,0.00035734,0.00198453,0.0035600000000000002,0.1067,0.003109,4.96958525191401,0.003439459036942089,0.09806730810858837,0.00015090683339181446
2019-03-17,1.0,28.429282160625444,0.0017385000000000002,0.0014,0.00034663,0.00190558,0.00341292,0.10212,0.002938,4.969493684267524,0.003420223287013839,0.09448479426378613,0.00014536066220172648
2019-03-18,1.0,28.712530148156656,0.001745,0.00139831,0.00035853,0.00190484,0.0034498000000000003,0.10625,0.003007,5.03062993711081,0.0034585884388667705,0.08960330944059364,0.00014684883077994556
2019-03-19,1.0,28.989708653428035,0.0018555,0.00140509,0.00037517,0.00188882,0.00345812,0.10879000000000001,0.003,4.984891689557736,0.0034873735305748646,0.08371677326659557,0.00015088169719928434
2019-03-20,1.0,28.990549080999603,0.0018704999999999998,0.00138119,0.00035624,0.00192353,0.00345866,0.1054,0.00288,5.087972015520014,0.0036815985251509595,0.08259249634294416,0.00014983641599649475
2019-03-21,1.0,29.08244874218409,0.0018762999999999998,0.00139324,0.00036077,0.00195264,0.00345537,0.10782,0.002787,5.02284583446424,0.003753679762188465,0.07560485958956711,0.00015060709210661298
2019-03-22,1.0,29.522909777987717,0.0019573,0.00144129,0.00035843,0.00191831,0.00338636,0.10605999999999999,0.002836,5.194026549292205,0.003765578158578189,0.07316422135924235,0.00014531039671633795
2019-03-23,1.0,29.33067401888896,0.0019574,0.00144641,0.00036615,0.00200452,0.00340739,0.10528,0.00295,5.330122229646364,0.003723314880009564,0.07244666834319043,0.00014385215161013217
2019-03-24,1.0,29.17663535041139,0.0019146,0.00146353,0.00036647,0.00195902,0.00335481,0.10544,0.002829,5.336955472905943,0.0037294627082217454,0.07448539645214552,0.00013957920314420813
2019-03-25,1.0,29.334976091994484,0.0018772000000000003,0.00153525,0.000383,0.002135,0.00333737,0.1056,0.002874,5.3421144511604695,0.0037668991986372588,0.06792521017020332,0.00014681515296853618
2019-03-26,1.0,29.38151902453357,0.0018326,0.00152057,0.00037289999999999996,0.00206635,0.00352823,0.10555999999999999,0.002927,5.332313833516809,0.0036581462678938726,0.06410169459215785,0.00018905088403427988
2019-03-27,1.0,29.4221489937625,0.0019247,0.00160429,0.00037299,0.00216682,0.00342359,0.10568,0.003078,5.098683657495212,0.003697482662841083,0.05789099576074332,0.00017533054822629223
2019-03-28,1.0,28.967035513585532,0.0018792000000000001,0.00161919,0.00037078,0.00218178,0.00355836,0.10447999999999999,0.003069,5.220863228576731,0.00376793352990839,0.05505181557364875,0.00017209908085987594
2019-03-29,1.0,29.205607476635514,0.001936,0.00183574,0.00047696,0.002216,0.00361267,0.10492,0.003177,5.2218744515465305,0.0037614508270069798,0.0506805165431086,0.0001718434414552099
2019-03-30,1.0,28.66068613682611,0.0019857,0.0019807,0.00042095,0.0021411,0.00349868,0.10432000000000001,0.0030239999999999998,4.895027017979082,0.003624323736046,0.05651483432639085,0.00016461273903400466
2019-03-31,1.0,28.837558035585552,0.0019593,0.00190003,0.00040017,0.00219041,0.00346717,0.11047,0.00305,4.995228754479805,0.0035484312058006256,0.056924619800209325,0.00017217283776884267
