Timestamp,Open,High,Low,Close,Volume
2019-03-07,0.09139,0.096,0.09002,0.09359,7974.724
2019-03-08,0.09375,0.0972,0.09285,0.09457,6507.134
2019-03-09,0.09471,0.10086,0.09365,0.09559,6621.106
2019-03-10,0.09595,0.1009,0.09569,0.10021,4771.261
2019-03-11,0.10019,0.11523,0.10013,0.1099,17685.27
2019-03-12,0.10989,0.11173,0.10182,0.10435,4111.513
2019-03-13,0.10404,0.1069,0.10241,0.10629,5068.09
2019-03-14,0.10591,0.11,0.10227,0.10812,6924.638
2019-03-15,0.10811,0.11014,0.10397,0.10649,11201.31
2019-03-16,0.1067,0.1077,0.10136,0.10208,5489.375
2019-03-17,0.10212,0.10711,0.10178,0.10617,2434.115
2019-03-18,0.10625,0.11136,0.10519,0.10879,10058.726
2019-03-19,0.10879,0.1088,0.10445,0.10537,1842.613
2019-03-20,0.1054,0.10971,0.10527,0.10776,2267.483
2019-03-21,0.10782,0.10787,0.1041,0.10606,3224.048
2019-03-22,0.10606,0.10654,0.10352,0.10528,3318.579
2019-03-23,0.10528,0.10599,0.10431,0.10547,1026.878
2019-03-24,0.10544,0.10623,0.10425,0.10558,851.908
2019-03-25,0.1056,0.10597,0.10404,0.10593,1178.117
2019-03-26,0.10556,0.10671,0.10365,0.10514,2089.621
2019-03-27,0.10568,0.10588,0.10268,0.10435,2275.806
2019-03-28,0.10448,0.10607,0.10415,0.10508,1877.907
2019-03-29,0.10492,0.10524,0.10161,0.10433,2107.892
2019-03-30,0.10432,0.12199,0.10349,0.11049,13956.681
2019-03-31,0.11047,0.11276,0.10621,0.10949,5657.485
2019-04-01,0.10914,0.1121,0.10684,0.11152,2068.732
2019-04-02,0.11179,0.127,0.10601,0.10741,16259.484
2019-04-03,0.108,0.15451,0.10533,0.12433,35935.293
2019-04-04,0.12473,0.13891,0.116,0.1228,7158.066
2019-04-05,0.123,0.12306,0.1158,0.11867,2871.829
2019-04-06,0.1193,0.14667,0.11876,0.12758,13305.183
2019-04-07,0.12721,0.13863,0.11953,0.12708,10052.571
2019-04-08,0.12694,0.14089,0.11726,0.12401,18066.927
2019-04-09,0.1234,0.12391,0.11379,0.11693,9139.948
2019-04-10,0.11637,0.11692,0.11099,0.11227,9311.377
