Timestamp,Open,High,Low,Close,Volume
2019-02-28,0.00042767,0.00044119,0.0004075,0.00042093,1575017.0
2019-03-01,0.00041701,0.00042624,0.0004075,0.00042357,680745.0
2019-03-02,0.00042344,0.00043243,0.00041779,0.00043152,490866.0
2019-03-03,0.00043197,0.00044988,0.00042542,0.00044112,982883.0
2019-03-04,0.00044417,0.00044819,0.00042372,0.00043633,658800.0
2019-03-05,0.00043422,0.00043634,0.00040421,0.00041651,559181.0
2019-03-06,0.0004115,0.00041921,0.00039997,0.00040906,426292.0
2019-03-07,0.00040647,0.00042144,0.0004041,0.00041879,544160.0
2019-03-08,0.00042005,0.00045,0.00041709,0.00042928,1238563.0
2019-03-09,0.00043047,0.00047749,0.0004242,0.00047079,2596963.0
2019-03-10,0.000472,0.00049966,0.000451,0.00049916,1846918.0
2019-03-11,0.00049881,0.00049955,0.00045489,0.00046794,1325038.0
2019-03-12,0.00046391,0.00049382,0.00044792,0.0004769,1136146.0
2019-03-13,0.0004769,0.00048926,0.0004626,0.00046937,582332.0
2019-03-14,0.00047198,0.00049895,0.00046774,0.00048922,1123266.0
2019-03-15,0.00049075,0.0004925,0.00046844,0.00047684,366480.0
2019-03-16,0.00047367,0.00047621,0.00044503,0.00045602,581655.0
2019-03-17,0.00045902,0.00046634,0.0004534,0.00045762,434781.0
2019-03-18,0.00045812,0.00046203,0.00044768,0.000455,409167.0
2019-03-19,0.0004551,0.0004616,0.000445,0.00045902,442918.0
2019-03-20,0.00045947,0.00046496,0.00045414,0.00046286,350235.0
2019-03-21,0.0004628,0.00046879,0.00042721,0.0004537,970528.0
2019-03-22,0.00044959,0.00045376,0.00044258,0.00045089,234817.0
2019-03-23,0.00044977,0.00045502,0.000444,0.00045222,505572.0
2019-03-24,0.00045222,0.00045676,0.00044157,0.00044925,535505.0
2019-03-25,0.00044926,0.0004552,0.00043406,0.0004365,860442.0
2019-03-26,0.00043799,0.00048913,0.00042379,0.00045777,2058047.0
2019-03-27,0.00045776,0.00048205,0.00043985,0.00044458,1868514.0
2019-03-28,0.00044437,0.00047401,0.00044437,0.00046222,1450159.0
2019-03-29,0.00046255,0.00046733,0.0004406,0.00044944,1149104.0
2019-03-30,0.00044691,0.00049739,0.00044055,0.00047244,2598296.0
2019-03-31,0.00047244,0.00051165,0.00047074,0.00049842,2745983.0
2019-04-01,0.00050046,0.00050048,0.00048049,0.00048464,1380373.0
2019-04-02,0.00048464,0.00049781,0.00043539,0.00044778,2120454.0
2019-04-03,0.00044484,0.00052671,0.00042191,0.00047502,3872767.0
2019-04-04,0.00047783,0.00055,0.00047547,0.00051547,2022402.0
2019-04-05,0.00051161,0.00053778,0.00049898,0.00051894,1126480.0
2019-04-06,0.00052281,0.000578,0.00051048,0.0005532,2907812.0
2019-04-07,0.00055304,0.00067853,0.00055304,0.00061602,6648590.0
